Key;Item Type;Publication Year;Author;Title;Journal Name;Conference Name;DOI
KFD23JTJ;journalArticle;2025;"Wohlfeil, S.; Koester, J.-P.; Wenzel, H.; Knigge, A.";Spatio-temporal modeling and simulation of a mode-locked tapered semiconductor diode laser;New Journal of Physics;;10.1088/1367-2630/ada6f7
MYTGKA4W;journalArticle;2024;"Malone, B.; Biggins, D.; Sharman, C.; Searle, R.; Glover, M.; Brown, S.";An experiential account with recommendations for the design, installation, operation and maintenance of a farm-scale soil moisture sensing and mapping system;Soil Research;;10.1071/SR24004
XPPE45ZN;journalArticle;2024;"Wanigasekara, R.W.W.M.U.P.; Zhang, Z.; Wang, W.; Luo, Y.; Pan, G.";Application of Fast MEEMD–ConvLSTM in Sea Surface Temperature Predictions;Remote Sensing;;10.3390/rs16132468
KXNZBHCZ;journalArticle;2025;"Afrifa-Yamoah, E.; Osei, P.M.";Bayesian spatio-temporal modeling of African CO2 emissions (1990–2020): A hierarchical approach to identify determinants, regional trends, and local dynamics;Science of the Total Environment;;10.1016/j.scitotenv.2025.178894
92TKS9YS;journalArticle;2024;"López-Lacort, M.; Corberán-Vallet, A.; Briz-Redón, Á.; Santonja Gómez, F.J.; Muñoz-Quiles, C.; Orrico-Sánchez, A.";A Bayesian spatio-temporal model for cluster detection: identifying HPV suboptimal vaccine coverage;Stochastic Environmental Research and Risk Assessment;;10.1007/s00477-024-02815-y
8SRAD7TK;journalArticle;2024;"Wang, Q.; Chen, J.; Song, Y.; Li, X.; Xu, W.";Fusing Visual Quantified Features for Heterogeneous Traffic Flow Prediction;Promet - Traffic and Transportation;;10.7307/ptt.v36i6.667
C62KI86Y;journalArticle;2024;"Morales, N.; Anche, M.T.; Kaczmar, N.S.; Lepak, N.; Ni, P.; Romay, M.C.; Santantonio, N.; Buckler, E.S.; Gore, M.A.; Mueller, L.A.; Robbins, K.R.";Spatio-temporal modeling of high-throughput multispectral aerial images improves agronomic trait genomic prediction in hybrid maize;Genetics;;10.1093/genetics/iyae037
MXWBN2WA;journalArticle;2024;"Satorra, P.; Tebé, C.";Bayesian spatio-temporal analysis of the COVID-19 pandemic in Catalonia;Scientific Reports;;10.1038/s41598-024-53527-w
S2BDVVU2;journalArticle;2024;"Mota-Bertran, A.; Coenders, G.; Plaja, P.; Saez, M.; Barceló, M.A.";Air pollution and children’s mental health in rural areas: compositional spatio-temporal model;Scientific Reports;;10.1038/s41598-024-70024-2
XXV8KKBB;journalArticle;2024;"Lei, J.; MacNab, Y.";Bayesian hierarchical spatiotemporal models for prediction of (under)reporting rates and cases: COVID-19 infection among the older people in the United States during the 2020–2022 pandemic;Spatial and Spatio-temporal Epidemiology;;10.1016/j.sste.2024.100658
ILBGDIE2;journalArticle;2024;"Shi, Y.; Han, Q.; Zhang, S.; Yang, S.; Cheng, T.; Fan, W.; Zhao, G.; Han, H.; Zhang, H.";Seasonal Spatio-Temporal Model Improves Refined Stock Assessment and Management of Japanese Sardine (Sardinops melanostictus) in the Northwest Pacific Ocean;Animals;;10.3390/ani14233434
ANCBKSZJ;journalArticle;2024;"Bofa, A.; Zewotir, T.";Optimizing spatio-temporal correlation structures for modeling food security in Africa: a simulation-based investigation;BMC Bioinformatics;;10.1186/s12859-024-05791-w
7PFIZ8KW;journalArticle;2025;"Siri, P.; Fedrigo, J.K.; Posse, J.P.; Benitez, V.; Hirigoyen, A.; Ingaramo, L.; González Barrios, P.";Spatio-temporal modeling of eucalyptus and pinus intercropping systems: effects of weed control and row distance;Agroforestry Systems;;10.1007/s10457-025-01171-2
6UVLVBLZ;journalArticle;2025;"Huang, Y.; Chen, X.; Zhu, L.";Exploring Trade-Offs/Synergies and Drivers of Ecosystem Services in the Dongting Lake Area, China;Sustainability (Switzerland);;10.3390/su17041650
DFT2HQDU;journalArticle;2025;"Tang, R.; Hou, G.; Chen, Y.; Liu, X.; Chu, S.; Li, L.";Spatial and temporal characteristics and driving mechanisms of recreational ecosystem services supply-demand mismatch in rapidly urbanizing areas: Evidence from the Yangtze River Delta;Ecological Indicators;;10.1016/j.ecolind.2025.113153
7GMBCL4R;conferencePaper;2024;"Hsu, S.-L.; Tung, E.; Krumm, J.; Shahabi, C.; Shafique, K.";TrajGPT: Controlled Synthetic Trajectory Generation Using a Multitask Transformer-Based Spatiotemporal Model;;32nd ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems, ACM SIGSPATIAL 2024;10.1145/3678717.3691303
DIJBAHPW;journalArticle;2024;"Lim, J.; Santinelli, G.; Dahal, A.; Vrieling, A.; Lombardo, L.";An ensemble neural network approach for space–time landslide predictive modelling;International Journal of Applied Earth Observation and Geoinformation;;10.1016/j.jag.2024.104037
JGAD9KGI;journalArticle;2025;"Malone, B.P.; Searle, R.; Stenson, M.; McJannet, D.; Zund, P.; Román Dobarco, M.; Wadoux, A.M.J.-C.; Minasny, B.; McBratney, A.; Grundy, M.";Update and expansion of the soil and landscape grid of Australia;Geoderma;;10.1016/j.geoderma.2025.117226
HTNX2SMG;journalArticle;2024;"Gaichas, S.K.; Gartland, J.; Smith, B.E.; Wood, A.D.; Ng, E.L.; Celestino, M.; Drew, K.; Tyrell, A.S.; Thorson, J.T.";Assessing small pelagic fish trends in space and time using piscivore stomach contents;Canadian Journal of Fisheries and Aquatic Sciences;;10.1139/cjfas-2023-0093
XTPMP8Z9;journalArticle;2025;"Canseco, J.A.; Niklitschek, E.J.; Skaret, G.";Can we really use design-free hydroacoustic data from fishing vessels for assessing abundance and distribution of marine species? A proof of concept analysis on Antarctic krill;Ecological Indicators;;10.1016/j.ecolind.2025.113284
G5HJ5TU9;journalArticle;2025;"Liu, Y.; Kjær, L.J.; Boklund, A.E.; Clausen, P.; Nyegaard, T.; Ward, M.P.; Laffan, S.; Kirkeby, C.T.";The role of wild birds in transmitting highly pathogenic avian influenza in Denmark: An exploration using a spatiotemporal model;Ecological Modelling;;10.1016/j.ecolmodel.2025.111019
KZASN8LM;journalArticle;2025;"Choi, B.; Hummel, M.A.";Spatiotemporal air quality prediction using stochastic advection-diffusion model for multimodal data fusion;Environmental Research Letters;;10.1088/1748-9326/ada397
F8R5MUSA;journalArticle;2024;"Alam, N.M.; Mitra, S.; Pandey, S.K.; Jana, C.; Ray, M.; Ghosh, S.; Paul Mazumdar, S.; Shankar, S.V.; Saha, R.; Kar, G.";Enhanced Spatio-Temporal Modeling for Rainfall Forecasting: A High-Resolution Grid Analysis;Water (Switzerland);;10.3390/w16131891
ISDHWF8B;journalArticle;2024;"Valipour Shokouhi, B.; de Hoogh, K.; Gehrig, R.; Eeftens, M.";Spatiotemporal modelling of airborne birch and grass pollen concentration across Switzerland: A comparison of statistical, machine learning and ensemble methods;Environmental Research;;10.1016/j.envres.2024.119999
7WSNJ8YX;journalArticle;2025;"Bui, L.V.; Ragonnet, R.; Hughes, A.E.; Nguyen, H.B.; Do, N.H.; McBryde, E.S.; Sexton, J.; Nguyen, T.P.; Shipman, D.S.; Fox, G.J.; Trauer, J.M.";Bayesian spatio-temporal modelling of tuberculosis in Vietnam: Insights from a local-area analysis;Epidemiology and Infection;;10.1017/S0950268825000214
8CJHNYFD;journalArticle;2024;"Zhang, S.; Breitner, S.; Stafoggia, M.; Donato, F.D.; Samoli, E.; Zafeiratou, S.; Katsouyanni, K.; Rao, S.; Diz-Lois Palomares, A.; Gasparrini, A.; Masselot, P.; Nikolaou, N.; Aunan, K.; Peters, A.; Schneider, A.";Effect modification of air pollution on the association between heat and mortality in five European countries;Environmental Research;;10.1016/j.envres.2024.120023
2KB7YEKE;journalArticle;2024;"Shalom, E.S.; Van Loo, S.; Khan, A.; Sourbron, S.P.";Identifiability of spatiotemporal tissue perfusion models;Physics in Medicine and Biology;;10.1088/1361-6560/ad4087
8ZWC6N28;conferencePaper;2024;"Pherwani, P.; Hass, N.; Yanchenko, A.K.";Spatiotemporal Modeling and Forecasting at Scale with Dynamic Generalized Linear Models;;GEOANOMALIES 2024 - Proceedings of the 1st ACM SIGSPATIAL International Workshop on Geospatial Anomaly Detection;10.1145/3681765.3698449
656LPBF8;journalArticle;2025;"Li, S.; Chen, M.; Yi, L.; Lu, Q.; Yang, H.";MIESTC: A Multivariable Spatio-Temporal Model for Accurate Short-Term Wind Speed Forecasting;Atmosphere;;10.3390/atmos16010067
CSDW5L4F;journalArticle;2025;"Souza Bulhões, R.D.; Pimentel, J.S.; Rodrigues, P.C.";Bayesian spatio-temporal modeling of severe acute respiratory syndrome in Brazil: A comparative analysis across pre-, during, and post-COVID-19 eras;Infectious Disease Modelling;;10.1016/j.idm.2024.12.010
7JZ33GD9;journalArticle;2024;"Yin, X.; Aiken, J.M.; Harris, R.; Bamber, J.L.";A Bayesian spatio-temporal model of COVID-19 spread in England;Scientific Reports;;10.1038/s41598-024-60964-0
AIA2Y6SH;journalArticle;2024;"Kalthoum, S.; Mzoughi, S.; Gharbi, R.; Lachtar, M.; Bel Haj Mohamed, B.; Hajlaoui, H.; Khalfaoui, W.; Dhaouadi, A.; Ben Sliman, I.; Ben Salah, C.; Kessa, H.; Benkirane, H.; Fekih, A.J.; Barrak, K.; Sayari, H.; Bahloul, C.; Porphyre, T.";Factors associated with the spatiotemporal distribution of dog rabies in Tunisia;PLoS Neglected Tropical Diseases;;10.1371/journal.pntd.0012296
T3MFF5M9;journalArticle;2024;"Luo, Q.; He, S.; Han, X.; Wang, Y.; Li, H.";LSTTN: A Long-Short Term Transformer-based spatiotemporal neural network for traffic flow forecasting;Knowledge-Based Systems;;10.1016/j.knosys.2024.111637
676RY9WG;journalArticle;2024;"He, Z.; Fan, G.; Li, X.; Gong, F.-Y.; Liang, M.; Gao, L.; Zhou, M.";Spatio-temporal modeling of satellite-observed CO2 columns in China using deep learning;International Journal of Applied Earth Observation and Geoinformation;;10.1016/j.jag.2024.103859
NYQI5FSJ;journalArticle;2025;"Cao, X.; Mei, C.; Song, Z.; Li, H.; Chang, J.; Feng, Z.";Spatiotemporal data modeling and prediction algorithms in intelligent management systems;Measurement: Sensors;;10.1016/j.measen.2024.101411
BDP3UBIF;journalArticle;2024;"Manchanda, C.; Harley, R.A.; Marshall, J.D.; Turner, A.J.; Apte, J.S.";Integrating Mobile and Fixed-Site Black Carbon Measurements to Bridge Spatiotemporal Gaps in Urban Air Quality;Environmental Science and Technology;;10.1021/acs.est.3c10829
YHLWM2HS;journalArticle;2024;"Mortlock, T.; Malawade, A.; Tsujio, K.; Al Faruque, M.";CASTNet: A Context-Aware, Spatio-Temporal Dynamic Motion Prediction Ensemble for Autonomous Driving;ACM Transactions on Cyber-Physical Systems;;10.1145/3648622
JUCX2XFC;journalArticle;2024;"Barbalat, G.; Hough, I.; Dorman, M.; Lepeule, J.; Kloog, I.";A multi-resolution ensemble model of three decision-tree-based algorithms to predict daily NO2 concentration in France 2005–2022;Environmental Research;;10.1016/j.envres.2024.119241
MKIEGSVN;journalArticle;2024;"Ferreira, A.S.A.; Langangen, Ø.; Yaragina, N.A.; Prokopchuk, I.P.; Durant, J.M.";How the spatio-temporal overlap of cod, haddock, and capelin larvae affects their recruitment in the Norwegian–Barents Sea system;Marine Ecology Progress Series;;10.3354/meps14564
3Z36QWGF;journalArticle;2024;"Yu, W.; Zhuang, M.; Geng, M.; Hu, K.; Zhao, Q.; Yan, J.";Association between hydrometeorological conditions and infectious diarrhea in mainland China: a spatiotemporal modeling study;Environmental Research Letters;;10.1088/1748-9326/ad44b4
NA649BVY;journalArticle;2024;"Haque, S.; Mengersen, K.; Barr, I.; Wang, L.; Yang, W.; Vardoulakis, S.; Bambrick, H.; Hu, W.";Towards development of functional climate-driven early warning systems for climate-sensitive infectious diseases: Statistical models and recommendations;Environmental Research;;10.1016/j.envres.2024.118568
V5A7YB7Z;journalArticle;2024;"Deng, L.-L.; Zhao, F.; Li, Z.-W.; Zhang, W.-W.; He, G.-X.; Ren, X.";Epidemiological characteristics of tuberculosis incidence and its macro-influence factors in Chinese mainland during 2014–2021;Infectious Diseases of Poverty;;10.1186/s40249-024-01203-6
Z9FQVXN9;journalArticle;2024;"Ragbir, P.; Kaduwela, A.; Lan, X.; Watts, A.; Kong, Z.";A Control-Theoretic Spatio-Temporal Model for Wildfire Smoke Propagation Using UAV-Based Air Pollutant Measurements;Drones;;10.3390/drones8050169
3SBWYHLQ;journalArticle;2024;"Zhao, M.; Wang, Y.; Gerritsma, M.; Hajibeygi, H.";A physics-constraint neural network for CO2 storage in deep saline aquifers during injection and post-injection periods;Advances in Water Resources;;10.1016/j.advwatres.2024.104837
VNVN65HF;journalArticle;2024;"Vachon, J.; Buteau, S.; Liu, Y.; Van Ryswyk, K.; Hatzopoulou, M.; Smargiassi, A.";Spatial and spatiotemporal modelling of intra-urban ultrafine particles: A comparison of linear, nonlinear, regularized, and machine learning methods;Science of the Total Environment;;10.1016/j.scitotenv.2024.176523
G2QDLFP9;journalArticle;2025;"Wang, Z.; Sasse, J.-P.; Trutnevyte, E.";Home or workplace charging? Spatio-temporal flexibility of electric vehicles within Swiss electricity system;Energy;;10.1016/j.energy.2025.135452
ZMNZC6RY;conferencePaper;2024;"Du, S.; Hu, Z.; Pan, S.";GraPhy: Graph-Based Physics-Guided Urban Air Quality Modeling for Monitoring-Constrained Regions;;BuildSys 2024 - Proceedings of the 2024 11th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation;10.1145/3671127.3698169
UCTTV5RI;journalArticle;2024;"Soukavong, M.; Thinkhamrop, K.; Pratumchart, K.; Soulaphy, C.; Xangsayarath, P.; Mayxay, M.; Phommachanh, S.; Kelly, M.; Wangdi, K.; Clements, A.C.A.; Suwannatrai, A.T.";Bayesian spatio-temporal analysis of dengue transmission in Lao PDR;Scientific Reports;;10.1038/s41598-024-71807-3
7T3J7SQZ;journalArticle;2024;"Bofa, A.; Zewotir, T.";A bayesian spatio-temporal dynamic analysis of food security in Africa;Scientific Reports;;10.1038/s41598-024-65989-z
ED9343MB;journalArticle;2024;"Bian, H.; Ren, Q.; Guo, Z.; Zhou, C.; Zhang, Z.; Wang, X.";Predictive Model for EV Charging Load Incorporating Multimodal Travel Behavior and Microscopic Traffic Simulation;Energies;;10.3390/en17112606
L8D35X6I;journalArticle;2024;"Longo Sartor Zagui, N.; Krindges, A.; Minussi, C.R.; Cecconello, M.D.S.";Fuzzy Logic Theory and Spatiotemporal Modeling of the Fungus Phakopsora pachyrhizi Based on Differential Equations;Applied Sciences (Switzerland);;10.3390/app14167082
GVLD8RSM;journalArticle;2024;"Tam, L.T.; Thinkhamrop, K.; Suttiprapa, S.; Clements, A.C.A.; Wangdi, K.; Suwannatrai, A.T.";Bayesian spatio-temporal modelling of environmental, climatic, and socio-economic influences on malaria in Central Vietnam;Malaria Journal;;10.1186/s12936-024-05074-y
V6CENTF5;journalArticle;2025;"Shannon, E.S.; Finley, A.O.; Domke, G.M.; May, P.B.; Andersen, H.-E.; Gaines III, G.C.; Banerjee, S.";Toward spatio-temporal models to support national-scale forest carbon monitoring and reporting;Environmental Research Letters;;10.1088/1748-9326/ad9e07
DUHZ9JPP;conferencePaper;2024;"Duan, M.; Qian, Y.; Zhao, L.; Zhou, Z.; Rasheed, Z.; Yu, R.; Shafique, K.";Back to Bayesics: Uncovering Human Mobility Distributions and Anomalies with an Integrated Statistical and Neural Framework;;GEOANOMALIES 2024 - Proceedings of the 1st ACM SIGSPATIAL International Workshop on Geospatial Anomaly Detection;10.1145/3681765.3698454
EEZXNP4R;journalArticle;2024;"Semper, M.; Curado, M.; Vicent, J.F.";Global forecasting of carbon concentration through a deep learning spatiotemporal modeling;Journal of Environmental Management;;10.1016/j.jenvman.2024.122922
7FB7Q7WQ;journalArticle;2024;"Staeudle, T.M.; Parmentier, B.; Poos, J.J.";Accounting for spatio-temporal distribution changes in size-structured abundance estimates for a data-limited stock of Raja clavata;ICES Journal of Marine Science;;10.1093/icesjms/fsae106
T8IILRN2;journalArticle;2024;"Zhao, P.; Hu, W.; Cao, D.; Zhang, Z.; Liao, W.; Chen, Z.; Huang, Q.";Enhancing multivariate, multi-step residential load forecasting with spatiotemporal graph attention-enabled transformer;International Journal of Electrical Power and Energy Systems;;10.1016/j.ijepes.2024.110074
HPWGM5UZ;journalArticle;2025;"Böcher, C.; Cunha, S.; Fishman, T.; van der Voet, E.; Kippert, K.; Mogollón, J.M.";A dynamic model to hindcast historical material stocks and flows from current stocks: Application to the buildings of 1159 administrative regions of the EU27, 1970–2050;Resources, Conservation and Recycling;;10.1016/j.resconrec.2025.108198
WYBZEEPG;journalArticle;2024;"Domínguez, A.; Dadvand, P.; Cirach, M.; Arévalo, G.; Barril, L.; Foraster, M.; Gascon, M.; Raimbault, B.; Galmés, T.; Goméz-Herrera, L.; Persavento, C.; Samuelsson, K.; Lao, J.; Moreno, T.; Querol, X.; Jerrett, M.; Schwartz, J.; Tonne, C.; Nieuwenhuijsen, M.J.; Sunyer, J.; Basagaña, X.; Rivas, I.";Development of land use regression, dispersion, and hybrid models for prediction of outdoor air pollution exposure in Barcelona;Science of the Total Environment;;10.1016/j.scitotenv.2024.176632
CGWQL44W;journalArticle;2024;"Wang, H.; Varol, T.; Gültzow, T.; Zimmermann, H.M.L.; Ruiter, R.A.C.; Jonas, K.J.";Spatio-temporal distributions of COVID-19 vaccine doses uptake in the Netherlands: A Bayesian ecological modelling analysis;Epidemiology and Infection;;10.1017/S0950268824001249
P2VP2YA4;journalArticle;2024;"Bo, Y.; Lin, C.; Guo, C.; Wong, M.; Huang, B.; Lau, A.; Huang, Y.; Lao, X.Q.";Chronic exposure to ambient air pollution and the risk of non-alcoholic fatty liver disease: A cross-sectional study in Taiwan and Hong Kong;Ecotoxicology and Environmental Safety;;10.1016/j.ecoenv.2024.116245
D96T4APJ;journalArticle;2025;"Wang, K.; Zhang, Y.; Bai, L.; Chen, Y.; Ling, C.";Spatio-temporal modelling of extreme low birth rates in U.S. counties;BMC Public Health;;10.1186/s12889-025-21686-8
ATKQH8MC;conferencePaper;2024;"Jiang, W.; Han, J.; Liu, H.; Tao, T.; Tan, N.; Xiong, H.";Interpretable Cascading Mixture-of-Experts for Urban Traffic Congestion Prediction;;Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining;10.1145/3637528.3671507
PGN3DJG7;journalArticle;2024;"Higham, M.; Dumelle, M.; Hammond, C.; Ver Hoef, J.; Wells, J.";An Application of Spatio-Temporal Modeling to Finite Population Abundance Prediction;Journal of Agricultural, Biological, and Environmental Statistics;;10.1007/s13253-023-00565-y
QB4XCI3T;journalArticle;2025;"Tacx, P.; van de Vosse, M.; Voorhoeve, R.; Witvoet, G.; Heertjes, M.; Oomen, T.";Spatio-temporal modeling for overactuated motion control;Mechatronics;;10.1016/j.mechatronics.2024.103270
PCRMJVMU;journalArticle;2024;"Pirani, M.; Lorenz, C.; de Azevedo, T.S.; Barbosa, G.L.; Blangiardo, M.; Chiaravalloti-Neto, F.";Effects of the El Niño-Southern Oscillation and seasonal weather conditions on Aedes aegypti infestation in the State of São Paulo (Brazil): A Bayesian spatio-temporal study;PLoS Neglected Tropical Diseases;;10.1371/journal.pntd.0012397
QTR8JL2E;journalArticle;2024;"Li, L.; Mortazavi, M.; Far, H.; El-Sherbeeny, A.M.; Ahmadian Fard Fini, A.";Simulation and modeling of polymer concrete panels using deep neural networks;Case Studies in Construction Materials;;10.1016/j.cscm.2024.e02912
4YNNSRFP;journalArticle;2024;"Braga, A.; Laurini, M.";Spatial heterogeneity in climate change effects across Brazilian biomes;Scientific Reports;;10.1038/s41598-024-67244-x
FUF6SH25;journalArticle;2024;"Retegui, G.; Etxeberria, J.; Ugarte, M.D.";Multivariate Bayesian models with flexible shared interactions for analyzing spatio-temporal patterns of rare cancers;Environmental and Ecological Statistics;;10.1007/s10651-024-00630-w
7YEGYKPS;journalArticle;2024;"Xu, L.; Du, J.; Ren, J.; Hu, Q.; Qin, F.; Mu, W.; Hu, J.";Improving the ERA5-Land Temperature Product through a Deep Spatiotemporal Model That Uses Fused Multi-Source Remote Sensing Data;Remote Sensing;;10.3390/rs16183510
ZSQPRWWE;journalArticle;2024;"Kim, J.; Lawson, A.B.; Neelon, B.; Korte, J.E.; Eberth, J.M.; Chowell, G.";A Novel Bayesian Spatio-Temporal Surveillance Metric to Predict Emerging Infectious Disease Areas of High Disease Risk;Statistics in Medicine;;10.1002/sim.10227
8NFZ3GQP;journalArticle;2024;"Petrof, O.; Neyens, T.; Vaes, B.; Janssens, A.; Faes, C.";Using a general practice research database to assess the spatio-temporal COVID-19 risk;BMC Primary Care;;10.1186/s12875-024-02423-3
5JAY29RW;journalArticle;2024;"Hewett, N.; Golightly, A.; Fawcett, L.; Thorpe, N.";Bayesian inference for a spatio-temporal model of road traffic collision data;Journal of Computational Science;;10.1016/j.jocs.2024.102326
FYF25UV8;journalArticle;2025;"Wang, Z.; Crooks, J.L.; Regan, E.A.; Karimzadeh, M.";High-Resolution Estimation of Daily PM2.5 Levels in the Contiguous US Using Bi-LSTM with Attention;Remote Sensing;;10.3390/rs17010126
MP5R5DJ5;journalArticle;2025;"Sultana, A.; Ali, A.M.; Ar Salan, S.; Kabir, M.A.; Hossain, M.M.";Modeling spatial and temporal variability in educational development index of Bangladesh using socio-economic, and demographic data, 2001–2021: A Bayesian approach;PLoS ONE;;10.1371/journal.pone.0317030
GLRAY45S;journalArticle;2024;"Wei, Q.; Zhang, N.; Gao, Y.; Chen, C.; Wang, L.; Yang, J.";Bus Network Adjustment Pre-Evaluation Based on Biometric Recognition and Travel Spatio-Temporal Deduction;Algorithms;;10.3390/a17110513
E5BRKSUZ;journalArticle;2024;"Seaton, F.M.; Jarvis, S.G.; Henrys, P.A.";Spatio-temporal data integration for species distribution modelling in R-INLA;Methods in Ecology and Evolution;;10.1111/2041-210X.14356
7FYFCJH9;journalArticle;2024;"Zhang, S.; Amratia, P.; Symons, T.L.; Rumisha, S.F.; Kang, S.Y.; Connell, M.; Uusiku, P.; Katokele, S.; Hamunyela, J.; Ntusi, N.; Soroses, W.; Moyo, E.; Lukubwe, O.; Maponga, C.; Lucero, D.; Gething, P.W.; Cameron, E.";High-resolution spatio-temporal risk mapping for malaria in Namibia: a comprehensive analysis;Malaria Journal;;10.1186/s12936-024-05103-w
55JURM3G;journalArticle;2025;"Zhang, J.; Xie, Q.; Mou, L.; Zhang, D.; Chen, D.; Shan, C.; Zhao, Y.; Su, R.; Guo, M.";DSCA: A Digital Subtraction Angiography Sequence Dataset and Spatio-Temporal Model for Cerebral Artery Segmentation;IEEE Transactions on Medical Imaging;;10.1109/TMI.2025.3540886
95X29QNT;journalArticle;2024;"Sando, K.; Wada, R.; Rohmer, J.; Jonathan, P.";Multivariate spatial and spatio-temporal models for extreme tropical cyclone seas;Ocean Engineering;;10.1016/j.oceaneng.2024.118365
NGF4XTNL;journalArticle;2024;"Breivik, O.N.; Zimmermann, F.; Johannesen, E.; Ono, K.; Fall, J.; Howell, D.; Nielsen, A.";Incorporation of observation uncertainty in stock assessment using spatio-temporal modeling of catch-at-length and age-at-length survey data;ICES Journal of Marine Science;;10.1093/icesjms/fsae079
R8N3YICQ;journalArticle;2024;"Belal, Y.; Ben Mokhtar, S.; Haddadi, H.; Wang, J.; Mashhadi, A.";Survey of Federated Learning Models for Spatial-Temporal Mobility Applications;ACM Transactions on Spatial Algorithms and Systems;;10.1145/3666089
KP8X3HSI;journalArticle;2024;"Fuster-Alonso, A.; Conesa, D.; Cousido-Rocha, M.; Izquierdo, F.; Paradinas, I.; Cerviño, S.; Pennino, M.G.";Accounting for spatio-temporal and sampling dependence in survey and CPUE biomass indices: simulation and Bayesian modeling framework;ICES Journal of Marine Science;;10.1093/icesjms/fsae056
SJVCW97N;journalArticle;2024;"Kanamori, Y.; Yano, T.; Okamura, H.; Yagi, Y.";Spatio-temporal model and machine learning method reveal patterns and processes of migration under climate change;Journal of Biogeography;;10.1111/jbi.14595
G6GU2HI6;journalArticle;2024;Briz-Redón, Á.;A Bayesian Aoristic Logistic Regression to Model Spatio-Temporal Crime Risk Under the Presence of Interval-Censored Event Times;Journal of Quantitative Criminology;;10.1007/s10940-023-09580-1
BKEYKZUZ;journalArticle;2024;"Gui, Z.-H.; Heinrich, J.; Morawska, L.; Zhao, T.-Y.; Yim, S.H.-L.; Lao, X.-Q.; Gao, M.; Chen, D.-H.; Ma, H.-M.; Lin, L.-Z.; Liu, R.-Q.; Dong, G.-H.";Long-term exposure to ozone and sleep disorders in children: A multicity study in China;Environmental Research;;10.1016/j.envres.2024.119553
